Tv2C	Sal2	Sbeox2PS	PrdE
4.6403	34.6691	7.16661	423.327
4.6408	34.6709	7.16644	423.349
4.6406	34.6717	7.16643	423.374
4.6408	34.6709	7.16644	423.412
4.6409	34.6712	7.16641	423.43
4.6412	34.6711	7.16636	423.481
4.6419	34.6703	7.16628	423.506
4.6417	34.6711	7.16627	423.553
4.6413	34.6722	7.16629	423.558
4.6417	34.6717	7.16624	423.607
4.6424	34.6702	7.16619	423.622
4.6425	34.6714	7.16611	423.657
4.6425	34.672	7.16608	423.681
4.6427	34.6717	7.16606	423.719
4.6426	34.6724	7.16604	423.75
4.6426	34.6721	7.16607	423.795
4.6428	34.6721	7.16604	423.805
4.6425	34.6725	7.16605	423.85
4.6427	34.672	7.16606	423.893
4.6425	34.6727	7.16606	423.923
4.6419	34.673	7.16614	423.938
4.6416	34.6729	7.16621	423.958
4.6415	34.6721	7.16626	423.987
4.6406	34.6723	7.1664	424.028
4.641	34.6725	7.16633	424.031
4.6409	34.6718	7.16637	424.061
4.6415	34.6707	7.16632	424.113
4.6421	34.6708	7.16621	424.152
4.642	34.6718	7.16619	424.169
4.6423	34.6718	7.16613	424.191
4.6427	34.6716	7.16607	424.228
4.6428	34.6717	7.16605	424.252
4.6427	34.6719	7.16606	424.286
4.6429	34.6721	7.16602	424.314
4.643	34.6723	7.16599	424.334
4.6429	34.6721	7.16601	424.375
4.6426	34.6723	7.16605	424.399
4.6429	34.6721	7.16602	424.427
4.6429	34.6723	7.166	424.476
4.6429	34.6724	7.166	424.503
4.6429	34.6721	7.16601	424.519
4.643	34.6718	7.16601	424.556
4.6432	34.672	7.16597	424.586
4.6432	34.6723	7.16595	424.623
4.6432	34.6721	7.16596	424.656
4.6433	34.6719	7.16596	424.658
4.6433	34.672	7.16594	424.687
4.6436	34.6716	7.16592	424.731
4.6437	34.6718	7.16589	424.761
4.6439	34.6721	7.16584	424.791
4.6439	34.6721	7.16584	424.845
4.6441	34.672	7.1658	424.877
4.6441	34.6725	7.16579	424.908
4.6439	34.6728	7.16581	424.93
4.6436	34.6734	7.16584	424.973
4.6433	34.6731	7.1659	425.002
4.6431	34.6725	7.16596	425.003
4.6432	34.6722	7.16596	425.052
4.643	34.6724	7.16597	425.1
4.6431	34.6719	7.16599	425.105
4.643	34.6728	7.16597	425.162
4.6429	34.6722	7.16601	425.186
4.6429	34.6724	7.16599	425.223
4.6429	34.6726	7.16599	425.249
4.6427	34.6727	7.16602	425.287
4.6428	34.6722	7.16603	425.29
4.6428	34.6723	7.16602	425.332
4.6427	34.6724	7.16603	425.343
4.6432	34.6716	7.16598	425.396
4.6436	34.6719	7.16591	425.409
4.6433	34.6726	7.16591	425.44
4.6431	34.6723	7.16596	425.484
4.6431	34.6726	7.16595	425.487
4.6431	34.6724	7.16597	425.547
4.6429	34.6725	7.166	425.56
4.6431	34.672	7.16598	425.61
4.6439	34.6711	7.16589	425.646
4.6441	34.6718	7.16581	425.656
4.6443	34.672	7.16577	425.702
4.6448	34.672	7.16569	425.723
4.6445	34.6728	7.1657	425.75
4.6445	34.673	7.16568	425.782
4.6439	34.6738	7.16576	425.828
4.6436	34.6733	7.16583	425.847
4.6432	34.6733	7.1659	425.869
4.6429	34.6727	7.16598	425.914
4.6429	34.6726	7.16599	425.929
4.6429	34.6724	7.16599	425.95
4.6436	34.6719	7.16591	425.978
4.6434	34.6721	7.16592	426.02
4.6436	34.6723	7.16589	426.052
4.644	34.6721	7.16582	426.085
4.6443	34.6719	7.16577	426.086
4.6445	34.6723	7.16572	426.131
4.6449	34.6726	7.16563	426.138
4.6448	34.6725	7.16566	426.168
4.6451	34.6725	7.16562	426.223
4.6447	34.6729	7.16566	426.256
4.6442	34.6736	7.16572	426.265
4.6439	34.6733	7.16579	426.316
4.6436	34.6733	7.16584	426.336
4.6434	34.6729	7.16588	426.37
4.644	34.672	7.16582	426.407
4.6443	34.6716	7.1658	426.434
4.6444	34.6722	7.16575	426.46
4.6446	34.6723	7.1657	426.477
4.6451	34.6718	7.16564	426.523
4.6449	34.6723	7.16566	426.53
4.6444	34.6735	7.16569	426.565
4.6445	34.673	7.16569	426.606
4.645	34.6719	7.16565	426.654
4.6452	34.6718	7.16563	426.658
4.6447	34.673	7.16565	426.664
4.6448	34.6727	7.16566	426.71
4.6449	34.6727	7.16564	426.748
4.6446	34.6729	7.16567	426.772
4.6442	34.6732	7.16573	426.794
4.6444	34.6725	7.16573	426.832
4.6441	34.6731	7.16575	426.86
4.6446	34.6721	7.16572	426.883
4.6451	34.6719	7.16565	426.901
4.6455	34.6719	7.16557	426.948
4.6454	34.6727	7.16554	426.978
4.6452	34.6734	7.16556	426.983
4.6454	34.6725	7.16557	427.024
4.6452	34.6732	7.16556	427.07
4.645	34.6729	7.16561	427.094
4.6453	34.6722	7.16559	427.122
4.646	34.6717	7.16549	427.141
4.6465	34.672	7.16539	427.18
4.6466	34.6726	7.16534	427.215
4.6466	34.6729	7.16532	427.259
4.6467	34.6728	7.16533	427.293
4.6466	34.6729	7.16532	427.299
4.6468	34.673	7.1653	427.332
4.6473	34.6723	7.16524	427.379
4.6472	34.6738	7.16519	427.391
4.6474	34.673	7.16519	427.393
4.6474	34.6729	7.16519	427.444
4.6474	34.6734	7.16516	427.468
4.6475	34.6731	7.16516	427.496
4.6477	34.6725	7.16516	427.504
4.6479	34.6732	7.16509	427.564
4.6473	34.6738	7.16517	427.575
4.6471	34.6734	7.16522	427.595
4.6474	34.6727	7.1652	427.63
4.6475	34.6731	7.16516	427.654
4.6481	34.6725	7.16509	427.692
4.6484	34.6727	7.16502	427.708
4.6483	34.6736	7.165	427.715
4.6481	34.6735	7.16503	427.767
4.6479	34.6737	7.16506	427.799
4.6482	34.6728	7.16506	427.832
4.648	34.6735	7.16507	427.85
4.6476	34.6738	7.16511	427.865
4.648	34.6738	7.16505	427.907
4.6477	34.6734	7.16512	427.948
4.6474	34.6741	7.16513	427.973
4.6471	34.6737	7.16521	427.994
4.6469	34.6739	7.16523	428.034
4.6475	34.6722	7.16521	428.064
4.647	34.6736	7.16523	428.07
4.6472	34.6738	7.16519	428.107
4.6467	34.6747	7.16524	428.131
4.6469	34.6732	7.16526	428.162
4.6471	34.6728	7.16524	428.198
4.6475	34.6729	7.16517	428.213
4.6477	34.6731	7.16512	428.24
4.6482	34.6724	7.16509	428.291
4.6482	34.673	7.16505	428.298
4.6481	34.6735	7.16504	428.335
4.6482	34.673	7.16504	428.34
4.6482	34.6733	7.16503	428.392
4.6484	34.6729	7.16502	428.392
4.6486	34.6729	7.16498	428.442
4.6491	34.6726	7.16492	428.457
4.6488	34.6732	7.16493	428.501
4.6487	34.6741	7.16491	428.522
4.6485	34.6738	7.16495	428.535
4.6484	34.6736	7.16499	428.569
4.6486	34.6736	7.16495	428.588
4.6484	34.6735	7.16499	428.613
4.6483	34.674	7.16499	428.659
4.6481	34.6739	7.16502	428.685
4.6478	34.6739	7.16508	428.713
4.6476	34.6736	7.16512	428.758
4.6477	34.6735	7.16511	428.78
4.6478	34.6731	7.16511	428.788
4.6482	34.6727	7.16506	428.818
4.6484	34.6728	7.16503	428.865
4.6484	34.6736	7.16498	428.869
4.6484	34.6729	7.16502	428.899
4.6484	34.6726	7.16503	428.92
4.648	34.6744	7.16501	428.939
4.6482	34.6736	7.16503	428.992
4.6482	34.6735	7.16503	429.019
4.6482	34.6734	7.16503	429.064
4.6487	34.6728	7.16498	429.073
4.6486	34.6733	7.16496	429.097
4.6491	34.6727	7.16491	429.131
4.6487	34.6738	7.16493	429.148
4.6485	34.6739	7.16495	429.174
4.6484	34.6739	7.16496	429.226
4.6485	34.6733	7.16498	429.244
4.6486	34.6736	7.16495	429.246
4.6483	34.6733	7.16502	429.277
4.6484	34.6741	7.16497	429.307
4.6482	34.6738	7.165	429.324
4.6482	34.6734	7.16503	429.359
4.6482	34.6734	7.16503	429.386
4.6484	34.6736	7.16499	429.422
4.6483	34.6734	7.165	429.438
4.6487	34.6731	7.16496	429.478
4.6484	34.6734	7.165	429.489
4.6486	34.6734	7.16497	429.496
4.6484	34.6736	7.16499	429.54
4.6486	34.6733	7.16496	429.585
4.6489	34.6733	7.16492	429.622
4.6491	34.6733	7.16487	429.642
4.6491	34.6731	7.16488	429.665
4.6491	34.6733	7.16488	429.707
4.6488	34.6738	7.1649	429.741
4.6487	34.6739	7.16492	429.75
4.6489	34.6732	7.16492	429.778
4.6486	34.6734	7.16496	429.81
4.6485	34.6737	7.16496	429.823
4.6485	34.6737	7.16496	429.865
4.6486	34.6736	7.16494	429.869
4.6484	34.6739	7.16497	429.902
4.6485	34.6737	7.16496	429.934
4.6485	34.6737	7.16497	429.947
4.6486	34.6734	7.16495	429.993
4.6486	34.6734	7.16495	430.003
4.6485	34.6739	7.16496	430.028
4.6483	34.6739	7.16499	430.064
4.6482	34.6734	7.16502	430.094
4.6483	34.6739	7.16499	430.113
4.6485	34.6737	7.16496	430.145
4.6484	34.6735	7.16499	430.167
4.6479	34.6738	7.16506	430.194
4.6477	34.6738	7.1651	430.216
4.6481	34.6732	7.16506	430.265
4.6486	34.6729	7.16499	430.294
4.6489	34.6728	7.16493	430.319
4.6488	34.6733	7.16494	430.351
4.6483	34.674	7.16499	430.36
4.6483	34.6742	7.16496	430.398
4.6484	34.6734	7.16499	430.442
4.6489	34.673	7.16493	430.455
4.6489	34.6733	7.16491	430.456
4.6489	34.6735	7.16489	430.502
4.6491	34.6733	7.16489	430.537
4.649	34.6738	7.16486	430.559
4.6491	34.6738	7.16486	430.573
4.6489	34.6736	7.16491	430.607
4.6486	34.6748	7.1649	430.644
4.649	34.6733	7.16489	430.686
4.6487	34.6735	7.16494	430.686
4.6493	34.6732	7.16485	430.717
4.6495	34.6731	7.16482	430.751
4.6491	34.6742	7.16484	430.761
4.6491	34.6741	7.16484	430.764
4.6496	34.6734	7.16478	430.811
4.6506	34.6725	7.16466	430.848
4.651	34.6724	7.16459	430.897
4.6512	34.6732	7.16451	430.902
4.6513	34.6735	7.16448	430.923
4.6514	34.6734	7.16447	430.955
4.6514	34.6737	7.16446	430.995
4.6514	34.6741	7.16444	431.019
4.6522	34.6728	7.16435	431.03
4.6525	34.6729	7.1643	431.05
4.6521	34.6749	7.16428	431.084
4.6517	34.6749	7.16435	431.104
4.6523	34.6732	7.16433	431.145
4.6514	34.6743	7.16443	431.147
4.6545	34.6709	7.16405	431.199
4.6551	34.673	7.16384	431.227
4.6557	34.6737	7.16371	431.24
4.6556	34.6746	7.16369	431.275
4.6554	34.6747	7.16371	431.303
4.6555	34.6742	7.16371	431.323
4.6555	34.6749	7.16369	431.337
4.6554	34.6749	7.1637	431.36
4.656	34.6741	7.16364	431.392
4.6561	34.6744	7.16361	431.418
4.6544	34.6761	7.16382	431.454
4.6534	34.6771	7.16395	431.506
4.6521	34.6757	7.16425	431.522
4.6525	34.6761	7.16415	431.523
4.6515	34.675	7.16437	431.573
4.6515	34.6748	7.16439	431.597
4.6514	34.6746	7.16442	431.62
4.6515	34.6744	7.16441	431.629
4.6516	34.6743	7.1644	431.662
4.6514	34.6742	7.16443	431.689
4.6513	34.6744	7.16445	431.726
4.6511	34.6744	7.16447	431.765
4.6511	34.674	7.1645	431.772
4.6513	34.6738	7.16447	431.797
4.6515	34.6738	7.16443	431.845
4.6518	34.6736	7.16439	431.852
4.6522	34.6735	7.16433	431.883
4.6526	34.6736	7.16425	431.906
4.6533	34.6732	7.16416	431.933
4.6542	34.6736	7.16398	431.968
4.6539	34.6731	7.16405	431.972
4.6542	34.6737	7.16397	431.995
4.6537	34.6747	7.16402	432.023
4.652	34.6752	7.16428	432.068
4.6527	34.6757	7.16413	432.072
4.6517	34.6752	7.16434	432.102
4.6514	34.6745	7.16442	432.146
4.652	34.6741	7.16433	432.17
4.6531	34.6727	7.16422	432.191
4.6546	34.6717	7.16399	432.226
4.656	34.6723	7.16372	432.255
4.6566	34.6734	7.16356	432.28
4.657	34.674	7.16347	432.297
4.6571	34.6746	7.16343	432.314
4.6574	34.6748	7.16337	432.332
4.6572	34.6741	7.16343	432.373
4.6575	34.6746	7.16336	432.385
4.6574	34.6745	7.16337	432.407
4.6574	34.6748	7.16337	432.459
4.6575	34.6742	7.16337	432.471
4.6572	34.6752	7.16338	432.501
4.6569	34.6749	7.16345	432.517
4.6571	34.6749	7.1634	432.532
4.6568	34.6748	7.16347	432.572
4.6568	34.6748	7.16346	432.597
4.6572	34.6748	7.1634	432.633
4.6573	34.6744	7.16339	432.64
4.6575	34.6749	7.16334	432.664
4.6578	34.6745	7.16331	432.704
4.6579	34.6743	7.1633	432.73
4.6582	34.674	7.16327	432.756
4.6584	34.6746	7.1632	432.784
4.6574	34.6767	7.16327	432.803
4.6564	34.677	7.16344	432.851
4.6567	34.6746	7.16349	432.878
4.657	34.6739	7.16347	432.884
4.6567	34.6754	7.16345	432.906
4.6559	34.6762	7.16355	432.922
4.6555	34.6754	7.16367	432.975
4.6554	34.6747	7.16372	433.014
4.6548	34.6751	7.1638	433.018
4.6546	34.6755	7.16381	433.046
4.6554	34.674	7.16375	433.068
4.6553	34.6741	7.16377	433.09
4.6555	34.6751	7.16367	433.115
4.6557	34.6742	7.16368	433.148
4.656	34.6743	7.16362	433.166
4.6563	34.6746	7.16356	433.188
4.6566	34.6746	7.16351	433.216
4.6571	34.6737	7.16346	433.241
4.658	34.6737	7.16331	433.28
4.6581	34.6744	7.16326	433.288
4.6579	34.6752	7.16326	433.289
4.6577	34.6757	7.16326	433.333
4.6568	34.6764	7.16339	433.379
4.6562	34.6766	7.16349	433.386
4.656	34.6756	7.16357	433.437
4.6561	34.6748	7.1636	433.439
4.6563	34.6754	7.16353	433.461
4.6565	34.6746	7.16353	433.482
4.6573	34.674	7.16342	433.532
4.6576	34.6738	7.16338	433.562
4.6581	34.6747	7.16324	433.569
4.6582	34.6748	7.16322	433.575
4.6587	34.6746	7.16314	433.61
4.6603	34.6734	7.16292	433.646
4.6615	34.673	7.16273	433.663
4.6619	34.6742	7.1626	433.72
4.6621	34.6748	7.16254	433.725
4.6623	34.6752	7.16249	433.735
4.6626	34.6753	7.16244	433.74
4.6626	34.6752	7.16243	433.772
4.6627	34.6754	7.16242	433.808
4.6629	34.6752	7.16238	433.87
4.6629	34.6758	7.16236	433.881
4.6628	34.6762	7.16236	433.897
4.6626	34.6759	7.1624	433.912
4.6629	34.6754	7.16237	433.931
4.6631	34.6754	7.16233	433.962
4.663	34.6758	7.16235	434.007
4.6633	34.6756	7.1623	434.037
4.6644	34.6753	7.16212	434.056
4.6639	34.6753	7.1622	434.065
4.6641	34.6765	7.16212	434.087
4.6643	34.6763	7.1621	434.124
4.6644	34.6757	7.1621	434.132
4.6645	34.6757	7.16208	434.178
4.6645	34.676	7.16206	434.19
4.6644	34.6761	7.16207	434.209
4.6646	34.676	7.16205	434.261
4.6645	34.6761	7.16207	434.272
4.6645	34.6762	7.16206	434.286
4.6638	34.6769	7.16215	434.29
4.6637	34.6767	7.16218	434.33
4.6642	34.6757	7.16214	434.348
4.6646	34.6753	7.16209	434.384
4.6644	34.6762	7.16207	434.384
4.6643	34.6766	7.16207	434.444
4.6644	34.6765	7.16207	434.465
4.6643	34.6769	7.16207	434.48
4.6646	34.6758	7.16207	434.518
4.6646	34.6762	7.16205	434.557
4.6647	34.6759	7.16203	434.564
4.6646	34.6762	7.16205	434.584
4.6645	34.6767	7.16204	434.61
4.6648	34.6761	7.16202	434.646
4.665	34.6761	7.16198	434.669
4.6653	34.6763	7.16192	434.704
4.6654	34.6759	7.16192	434.736
4.6652	34.6763	7.16194	434.745
4.6652	34.6764	7.16193	434.752
4.6653	34.6763	7.16191	434.787
4.665	34.6764	7.16196	434.79
4.6653	34.6764	7.16191	434.838
4.6652	34.6763	7.16193	434.842
4.6655	34.6758	7.16191	434.876
4.6656	34.6758	7.16188	434.904
4.6656	34.6763	7.16187	434.929
4.6656	34.6766	7.16185	434.949
4.6657	34.6763	7.16185	434.981
4.6654	34.6762	7.1619	435.016
4.6654	34.6762	7.1619	435.047
4.6653	34.6769	7.1619	435.053
4.6652	34.6769	7.1619	435.073
4.6655	34.6765	7.16187	435.101
4.6655	34.6762	7.16189	435.129
4.6654	34.6771	7.16187	435.148
4.665	34.6776	7.1619	435.18
4.6649	34.6772	7.16194	435.185
4.6649	34.6763	7.16198	435.237
4.6653	34.6758	7.16194	435.253
4.6648	34.6768	7.16197	435.277
4.6642	34.6776	7.16204	435.305
4.664	34.677	7.16211	435.33
4.6641	34.6765	7.16211	435.356
4.6642	34.6761	7.16212	435.368
4.6643	34.6761	7.16209	435.395
4.6643	34.6766	7.16208	435.412
4.6644	34.6764	7.16208	435.448
4.6644	34.6763	7.16207	435.464
4.6644	34.6764	7.16207	435.493
4.6644	34.6766	7.16206	435.535
4.6644	34.6761	7.16209	435.544
4.6646	34.676	7.16205	435.558
4.6645	34.6766	7.16204	435.57
4.6646	34.6761	7.16204	435.601
4.6645	34.6761	7.16206	435.669
4.6645	34.6764	7.16204	435.681
4.6645	34.6766	7.16205	435.694
4.6642	34.6769	7.16207	435.72
4.6639	34.6768	7.16214	435.751
4.6639	34.6761	7.16217	435.777
4.6635	34.6771	7.16219	435.792
4.6632	34.6775	7.16223	435.824
4.6628	34.6767	7.16234	435.846
4.6628	34.6764	7.16234	435.874
4.6637	34.6755	7.16223	435.91
4.6642	34.6755	7.16215	435.92
4.6636	34.6767	7.1622	435.953
4.6633	34.6766	7.16224	435.966
4.6632	34.677	7.16224	435.976
4.6635	34.676	7.16225	436.011
4.6634	34.6761	7.16225	436.035
4.6637	34.6764	7.1622	436.07
4.6637	34.6761	7.1622	436.101
4.6639	34.6763	7.16216	436.129
4.664	34.6764	7.16214	436.165
4.6641	34.6765	7.16212	436.177
4.6642	34.6765	7.1621	436.225
4.6643	34.6762	7.16209	436.242
4.6645	34.6757	7.16209	436.255
4.6647	34.6761	7.16204	436.272
4.6648	34.6761	7.16201	436.289
4.6651	34.6757	7.16197	436.336
4.6652	34.6762	7.16194	436.356
4.6652	34.6766	7.16192	436.362
4.665	34.6764	7.16196	436.37
4.6648	34.6768	7.16199	436.407
4.6648	34.6763	7.162	436.435
4.6647	34.6767	7.16201	436.452
4.6644	34.6771	7.16204	436.49
4.6643	34.6774	7.16204	436.519
4.6645	34.676	7.16206	436.538
4.6646	34.6765	7.16203	436.584
4.6646	34.6768	7.16201	436.598
4.6647	34.6762	7.16203	436.614
4.665	34.6759	7.16199	436.646
4.6647	34.6765	7.16201	436.664
4.6648	34.6764	7.162	436.685
4.665	34.6767	7.16195	436.716
4.665	34.6762	7.16197	436.724
4.6654	34.676	7.16192	436.754
4.6656	34.6764	7.16185	436.775
4.6657	34.6763	7.16184	436.789
4.6658	34.6767	7.16181	436.852
4.6656	34.6768	7.16184	436.866
4.6654	34.6768	7.16187	436.876
4.6654	34.6771	7.16187	436.898
4.6651	34.6766	7.16193	436.936
4.6647	34.6769	7.16199	436.949
4.6648	34.6769	7.16197	436.965
4.6651	34.6763	7.16194	436.989
4.6653	34.6765	7.16191	437.018
4.6657	34.6762	7.16185	437.054
4.6658	34.6766	7.16182	437.064
4.6659	34.6765	7.16181	437.078
4.6654	34.6773	7.16185	437.115
4.6653	34.6771	7.16188	437.156
4.6651	34.6772	7.16192	437.172
4.6654	34.6765	7.16189	437.194
4.6651	34.6766	7.16193	437.226
4.6648	34.6774	7.16195	437.234
4.6646	34.6769	7.162	437.274
4.6646	34.6766	7.16203	437.289
4.6646	34.6767	7.16203	437.308
4.6646	34.6763	7.16203	437.348
4.6648	34.6766	7.16199	437.359
4.6654	34.6761	7.16191	437.389
4.6659	34.6757	7.16185	437.413
4.6661	34.6761	7.16178	437.438
4.6659	34.6768	7.16179	437.456
4.6659	34.6767	7.16179	437.481
4.6657	34.6771	7.16181	437.518
4.6659	34.6767	7.1618	437.544
4.666	34.6768	7.16177	437.578
4.6659	34.6766	7.16179	437.599
4.6655	34.6768	7.16186	437.621
4.6656	34.6768	7.16184	437.625
4.6657	34.677	7.16182	437.653
4.6656	34.6766	7.16184	437.669
4.6655	34.6766	7.16188	437.714
4.6655	34.6762	7.16189	437.729
4.6653	34.6764	7.16191	437.748
4.6656	34.6766	7.16185	437.765
4.6653	34.6767	7.16189	437.803
4.6653	34.6769	7.16188	437.816
4.6654	34.6765	7.16189	437.853
4.6655	34.6759	7.1619	437.866
4.6655	34.6764	7.16188	437.886
4.6654	34.677	7.16187	437.915
4.6656	34.6762	7.16186	437.951
4.6654	34.6766	7.16189	437.962
4.6652	34.6766	7.16192	437.975
4.6654	34.6766	7.16189	438.011
4.6652	34.6765	7.16192	438.052
4.665	34.6769	7.16195	438.075
4.6647	34.6766	7.16201	438.089
4.6649	34.6764	7.16198	438.128
4.6647	34.6769	7.16199	438.152
4.6646	34.6771	7.162	438.162
4.6643	34.6766	7.16208	438.181
4.6643	34.6769	7.16207	438.198
4.6642	34.6771	7.16208	438.235
4.6645	34.6762	7.16206	438.261
4.6647	34.6761	7.16203	438.279
4.6658	34.6753	7.16188	438.289
4.6672	34.675	7.16165	438.326
4.6681	34.6749	7.1615	438.348
4.6679	34.6767	7.16144	438.369
4.6675	34.6777	7.16147	438.407
4.6668	34.678	7.16157	438.425
4.6664	34.6777	7.16165	438.436
4.6662	34.6773	7.16172	438.459
4.6663	34.6764	7.16173	438.489
4.6662	34.6767	7.16175	438.506
4.6663	34.6769	7.16171	438.535
4.6664	34.677	7.1617	438.539
4.6663	34.6768	7.16173	438.591
4.6663	34.6767	7.16172	438.612
4.6662	34.6768	7.16174	438.633
4.6662	34.6767	7.16174	438.653
4.6659	34.6769	7.16178	438.685
4.6663	34.6768	7.16173	438.711
4.6661	34.6768	7.16176	438.714
4.6666	34.676	7.1617	438.744
4.6707	34.6737	7.1611	438.779
4.6689	34.6741	7.1614	438.78
4.6714	34.6761	7.16087	438.819
4.6717	34.6764	7.1608	438.836
4.672	34.6766	7.16073	438.858
4.6725	34.6766	7.16065	438.887
4.6729	34.6766	7.16059	438.907
4.673	34.6769	7.16055	438.961
4.673	34.6775	7.16052	438.961
4.6725	34.6785	7.16056	438.976
4.6721	34.6787	7.16062	439.03
4.6719	34.6782	7.16068	439.046
4.672	34.6777	7.16069	439.062
4.6725	34.6777	7.1606	439.11
4.6729	34.6775	7.16055	439.111
4.6731	34.6779	7.16049	439.129
4.6734	34.6772	7.16046	439.153
4.674	34.6771	7.16038	439.171
4.6739	34.6778	7.16035	439.207
4.6738	34.6773	7.1604	439.216
4.6738	34.6779	7.16036	439.25
4.6737	34.6777	7.16039	439.29
4.6736	34.6781	7.16038	439.3
4.6735	34.6781	7.16041	439.306
4.673	34.6793	7.16044	439.378
4.6724	34.6787	7.16057	439.393
4.672	34.6785	7.16065	439.411
4.6718	34.6782	7.1607	439.431
4.6717	34.6781	7.16072	439.465
4.6718	34.6776	7.16073	439.469
4.6721	34.6774	7.16069	439.488
4.6728	34.6772	7.16057	439.525
4.6733	34.6771	7.16049	439.549
4.6736	34.6773	7.16043	439.582
4.6736	34.6778	7.1604	439.601
4.6731	34.6793	7.16041	439.621
4.6719	34.68	7.1606	439.647
4.6703	34.6808	7.16083	439.665
4.67	34.6791	7.16097	439.686
4.6705	34.6772	7.16096	439.727
4.671	34.6772	7.16088	439.745
4.671	34.6767	7.16091	439.759
4.6712	34.6777	7.16083	439.794
4.6711	34.6776	7.16084	439.795
4.6709	34.6776	7.16087	439.806
4.6683	34.6809	7.16118	439.859
4.6704	34.6785	7.16093	439.877
4.6664	34.6811	7.1615	439.892
4.666	34.6786	7.16169	439.904
4.6684	34.6744	7.16147	439.949
4.6712	34.6726	7.16106	439.973
4.6726	34.6746	7.16073	439.986
4.6731	34.6768	7.16054	440.017
4.6737	34.6771	7.16041	440.059
4.6738	34.6772	7.1604	440.066
4.6736	34.6777	7.1604	440.107
4.6734	34.6783	7.16042	440.123
4.6733	34.6784	7.16043	440.135
4.6736	34.6773	7.16042	440.167
4.6735	34.6774	7.16043	440.196
4.6737	34.6779	7.16038	440.225
4.6733	34.6784	7.16042	440.24
4.6729	34.6785	7.16049	440.271
4.6729	34.6785	7.16049	440.307
4.6733	34.6772	7.16049	440.312
4.6735	34.6774	7.16043	440.338
4.6735	34.6777	7.16042	440.362
4.6735	34.6787	7.16038	440.396
4.6736	34.6786	7.16036	440.418
4.6733	34.6783	7.16043	440.455
4.6737	34.6775	7.1604	440.46
4.6738	34.6778	7.16036	440.486
4.6738	34.6783	7.16035	440.507
4.6735	34.6783	7.16039	440.52
4.6736	34.6783	7.16037	440.523
4.6737	34.6776	7.1604	440.589
4.6737	34.6783	7.16037	440.618
4.6736	34.6781	7.16039	440.622
4.6736	34.6785	7.16037	440.627
4.6735	34.6784	7.16038	440.657
4.6733	34.6785	7.16042	440.683
4.673	34.6782	7.16049	440.716
4.6731	34.6778	7.1605	440.748
4.673	34.6781	7.1605	440.777
4.6731	34.6778	7.16048	440.8
4.6733	34.678	7.16044	440.804
4.6735	34.678	7.16041	440.831
4.6737	34.6776	7.16039	440.873
4.6738	34.6779	7.16036	440.895
4.6738	34.6786	7.16034	440.943
4.6734	34.6788	7.16039	440.948
4.6733	34.6783	7.16043	440.965
4.6731	34.6784	7.16046	440.996
4.6731	34.6784	7.16047	441.032
4.6728	34.6784	7.16052	441.047
4.6731	34.678	7.16049	441.059
4.6737	34.6769	7.16043	441.115
4.6738	34.6777	7.16038	441.119
4.6734	34.6785	7.1604	441.14
4.6736	34.678	7.16039	441.165
4.6737	34.678	7.16038	441.186
4.6739	34.6781	7.16034	441.217
4.6742	34.6782	7.16027	441.245
4.6746	34.6778	7.16023	441.261
4.6737	34.6786	7.16034	441.299
4.674	34.6788	7.16029	441.301
4.6738	34.6783	7.16035	441.341
4.6741	34.6771	7.16035	441.37
4.6745	34.6776	7.16025	441.383
4.6747	34.6781	7.1602	441.423
4.6761	34.6768	7.16001	441.456
4.6755	34.6772	7.1601	441.46
4.6767	34.6774	7.15989	441.473
4.6763	34.6789	7.15987	441.514
4.676	34.6796	7.1599	441.514
4.6756	34.6787	7.16001	441.528
4.6756	34.6786	7.16001	441.569
4.6758	34.6782	7.16	441.599
4.6773	34.6766	7.15982	441.607
4.6784	34.6765	7.15963	441.641
4.6789	34.6775	7.15949	441.68
4.6791	34.6781	7.15943	441.7
4.6794	34.679	7.15935	441.727
4.6796	34.6789	7.15931	441.733
4.6796	34.6793	7.1593	441.759
4.6794	34.6789	7.15934	441.774
4.6794	34.6791	7.15934	441.795
4.6793	34.6793	7.15933	441.795
4.6794	34.6792	7.15933	441.842
4.6794	34.6793	7.15932	441.872
4.6794	34.6794	7.15932	441.877
4.6795	34.6792	7.15931	441.889
4.6795	34.6795	7.15929	441.934
4.6794	34.6793	7.15932	441.938
4.6796	34.6793	7.1593	441.995
4.6796	34.6798	7.15927	442.015
4.6796	34.6792	7.15929	442.039
4.6795	34.6796	7.15929	442.062
4.6796	34.6791	7.1593	442.097
4.6797	34.6797	7.15926	442.113
4.6796	34.6795	7.15927	442.124
4.6794	34.6795	7.1593	442.169
4.6796	34.679	7.1593	442.188
4.6796	34.6795	7.15927	442.199
4.6795	34.6795	7.1593	442.205
4.6795	34.679	7.15933	442.23
4.6796	34.6792	7.15929	442.243
4.6799	34.6791	7.15925	442.292
4.6799	34.679	7.15924	442.305
4.6797	34.6797	7.15925	442.332
4.6798	34.6797	7.15924	442.338
4.6797	34.6797	7.15926	442.387
4.6796	34.6795	7.15927	442.388
4.68	34.6796	7.1592	442.414
4.68	34.6794	7.15922	442.463
4.6801	34.6791	7.15921	442.472
4.6799	34.68	7.1592	442.487
4.6799	34.6795	7.15923	442.515
4.68	34.6793	7.15921	442.519
4.6801	34.6793	7.1592	442.572
4.6801	34.6789	7.15922	442.585
