Time (hh:mm:ss)	[CH4] dissolved with water vapour (ppm)
2024/07/03 14:06:30	3.16725
2024/07/03 14:06:31	3.64256
2024/07/03 14:06:32	4.13616
2024/07/03 14:06:33	4.83886
2024/07/03 14:06:34	1.74809
2024/07/03 14:06:35	2.85903
2024/07/03 14:06:36	2.76424
2024/07/03 14:06:37	4.18125
2024/07/03 14:06:38	3.62273
2024/07/03 14:06:39	3.44518
2024/07/03 14:06:40	4.4359
2024/07/03 14:06:41	3.51297
2024/07/03 14:06:42	3.72917
2024/07/03 14:06:43	3.179
2024/07/03 14:06:44	2.73603
2024/07/03 14:06:45	4.1638
2024/07/03 14:06:46	3.98716
2024/07/03 14:06:47	3.75235
2024/07/03 14:06:48	4.92376
2024/07/03 14:06:49	4.54068
2024/07/03 14:06:50	4.30697
2024/07/03 14:06:51	3.4898
2024/07/03 14:06:52	4.84987
2024/07/03 14:06:53	3.39764
2024/07/03 14:06:54	4.11281
2024/07/03 14:06:55	3.96717
2024/07/03 14:06:56	3.81851
2024/07/03 14:06:57	nan
2024/07/03 14:06:58	nan
2024/07/03 14:06:59	3.20549
2024/07/03 14:07:00	3.60843
2024/07/03 14:07:01	3.55057
2024/07/03 14:07:02	3.17885
2024/07/03 14:07:03	4.13024
2024/07/03 14:07:04	4.33746
2024/07/03 14:07:05	3.2987
2024/07/03 14:07:06	4.85069
2024/07/03 14:07:07	4.58888
2024/07/03 14:07:08	3.76358
2024/07/03 14:07:09	3.69954
2024/07/03 14:07:10	4.27847
2024/07/03 14:07:11	2.67182
2024/07/03 14:07:12	3.64982
2024/07/03 14:07:13	3.64505
2024/07/03 14:07:14	3.295
2024/07/03 14:07:15	3.65657
2024/07/03 14:07:16	3.24514
2024/07/03 14:07:17	3.18126
2024/07/03 14:07:18	3.54979
2024/07/03 14:07:19	3.99643
2024/07/03 14:07:20	3.96606
2024/07/03 14:07:21	4.23403
2024/07/03 14:07:22	3.48719
2024/07/03 14:07:23	4.02038
2024/07/03 14:07:25	3.80833
2024/07/03 14:07:26	4.18524
2024/07/03 14:07:27	3.6919
2024/07/03 14:07:28	4.11036
2024/07/03 14:07:29	2.99412
2024/07/03 14:07:30	3.85958
2024/07/03 14:07:31	-1.04351
2024/07/03 14:07:32	3.52164
2024/07/03 14:07:33	3.46586
2024/07/03 14:07:34	3.66412
2024/07/03 14:07:35	2.05295
2024/07/03 14:07:36	2.94552
2024/07/03 14:07:37	3.96645
2024/07/03 14:07:38	4.31816
2024/07/03 14:07:39	4.09439
2024/07/03 14:07:40	3.20648
2024/07/03 14:07:41	3.70885
2024/07/03 14:07:42	3.85486
2024/07/03 14:07:43	3.2852
2024/07/03 14:07:44	3.63688
2024/07/03 14:07:45	3.85641
2024/07/03 14:07:46	3.4472
2024/07/03 14:07:47	4.33682
2024/07/03 14:07:48	4.07066
2024/07/03 14:07:49	3.86406
2024/07/03 14:07:50	3.91708
2024/07/03 14:07:51	3.66573
2024/07/03 14:07:52	4.23205
2024/07/03 14:07:53	3.91877
2024/07/03 14:07:54	4.09056
2024/07/03 14:07:55	4.13783
2024/07/03 14:07:56	3.92245
2024/07/03 14:07:57	4.81112
2024/07/03 14:07:58	4.20876
2024/07/03 14:07:59	3.71464
2024/07/03 14:08:00	4.70451
2024/07/03 14:08:01	3.74159
2024/07/03 14:08:02	4.81174
2024/07/03 14:08:03	3.88666
2024/07/03 14:08:04	4.21869
2024/07/03 14:08:05	5.15408
2024/07/03 14:08:06	3.90907
2024/07/03 14:08:07	3.95004
2024/07/03 14:08:08	3.89391
2024/07/03 14:08:09	4.84314
2024/07/03 14:08:10	3.36877
2024/07/03 14:08:11	3.77968
2024/07/03 14:08:12	4.08222
2024/07/03 14:08:13	4.11279
2024/07/03 14:08:14	3.80091
2024/07/03 14:08:15	4.25788
2024/07/03 14:08:16	4.3579
2024/07/03 14:08:17	4.14401
2024/07/03 14:08:18	3.90863
2024/07/03 14:08:19	4.28949
2024/07/03 14:08:20	3.27258
2024/07/03 14:08:21	3.85606
2024/07/03 14:08:22	4.61816
2024/07/03 14:08:23	4.12725
2024/07/03 14:08:24	3.80441
2024/07/03 14:08:25	3.85271
2024/07/03 14:08:26	3.74648
2024/07/03 14:08:27	4.92384
2024/07/03 14:08:28	4.1851
2024/07/03 14:08:29	4.07072
2024/07/03 14:08:30	3.54635
2024/07/03 14:08:31	3.77227
2024/07/03 14:08:32	4.11781
2024/07/03 14:08:33	3.85799
2024/07/03 14:08:34	4.03294
2024/07/03 14:08:35	3.42599
2024/07/03 14:08:36	3.82041
2024/07/03 14:08:37	3.81278
2024/07/03 14:08:38	4.64887
2024/07/03 14:08:39	3.45543
2024/07/03 14:08:40	4.20445
2024/07/03 14:08:41	4.42469
2024/07/03 14:08:42	4.77417
2024/07/03 14:08:43	4.02613
2024/07/03 14:08:44	4.13453
2024/07/03 14:08:45	3.71578
2024/07/03 14:08:46	3.83697
2024/07/03 14:08:47	4.36844
2024/07/03 14:08:48	3.8478
2024/07/03 14:08:49	4.11448
2024/07/03 14:08:50	4.4571
2024/07/03 14:08:51	4.17706
2024/07/03 14:08:52	3.20355
2024/07/03 14:08:53	4.42442
2024/07/03 14:08:54	4.368
2024/07/03 14:08:55	4.53879
2024/07/03 14:08:56	2.35543
2024/07/03 14:08:57	4.33604
2024/07/03 14:08:58	3.77594
2024/07/03 14:08:59	4.36512
2024/07/03 14:09:00	4.1929
2024/07/03 14:09:01	4.41052
2024/07/03 14:09:02	4.31977
2024/07/03 14:09:03	4.68457
2024/07/03 14:09:04	4.24123
2024/07/03 14:09:05	3.5354
2024/07/03 14:09:06	3.57587
2024/07/03 14:09:07	2.57975
2024/07/03 14:09:08	5.03535
2024/07/03 14:09:09	3.66492
2024/07/03 14:09:10	4.14645
2024/07/03 14:09:11	4.99288
2024/07/03 14:09:12	4.79092
2024/07/03 14:09:13	4.07186
2024/07/03 14:09:14	3.87849
2024/07/03 14:09:15	5.11654
2024/07/03 14:09:16	4.37206
2024/07/03 14:09:17	4.23737
2024/07/03 14:09:18	4.28509
2024/07/03 14:09:19	4.67978
2024/07/03 14:09:20	3.5689
2024/07/03 14:09:21	4.74614
2024/07/03 14:09:22	5.21738
2024/07/03 14:09:23	4.11054
2024/07/03 14:09:24	4.3333
2024/07/03 14:09:25	3.69359
2024/07/03 14:09:26	4.35525
2024/07/03 14:09:27	4.20851
2024/07/03 14:09:28	2.07175
2024/07/03 14:09:29	4.51922
2024/07/03 14:09:30	4.76827
2024/07/03 14:09:31	3.71936
2024/07/03 14:09:32	5.23854
2024/07/03 14:09:33	4.41974
2024/07/03 14:09:34	4.28981
2024/07/03 14:09:35	2.46789
2024/07/03 14:09:36	3.62766
2024/07/03 14:09:37	3.9376
2024/07/03 14:09:38	4.43908
2024/07/03 14:09:39	4.15785
2024/07/03 14:09:40	4.12821
2024/07/03 14:09:41	5.28826
2024/07/03 14:09:42	4.02349
2024/07/03 14:09:43	4.77072
2024/07/03 14:09:44	3.68528
2024/07/03 14:09:45	4.43598
2024/07/03 14:09:46	3.60617
2024/07/03 14:09:47	3.69015
2024/07/03 14:09:48	4.05723
2024/07/03 14:09:49	4.45582
2024/07/03 14:09:50	5.34548
2024/07/03 14:09:51	4.72548
2024/07/03 14:09:52	3.81706
2024/07/03 14:09:53	4.03662
2024/07/03 14:09:54	4.28603
2024/07/03 14:09:55	3.97117
2024/07/03 14:09:56	2.10108
2024/07/03 14:09:57	4.31526
2024/07/03 14:09:58	4.02624
2024/07/03 14:09:59	4.56897
2024/07/03 14:10:00	4.15336
2024/07/03 14:10:01	4.00099
2024/07/03 14:10:02	4.24836
2024/07/03 14:10:03	4.39587
2024/07/03 14:10:04	4.13905
2024/07/03 14:10:05	4.27824
2024/07/03 14:10:06	3.50195
2024/07/03 14:10:07	5.39413
2024/07/03 14:10:08	4.54327
2024/07/03 14:10:09	4.09539
2024/07/03 14:10:10	4.42044
2024/07/03 14:10:11	3.82043
2024/07/03 14:10:12	4.09884
2024/07/03 14:10:13	3.84175
2024/07/03 14:10:14	4.41373
2024/07/03 14:10:15	4.2952
2024/07/03 14:10:16	4.42099
2024/07/03 14:10:17	4.45425
2024/07/03 14:10:18	4.00051
2024/07/03 14:10:19	4.6121
2024/07/03 14:10:20	4.12841
2024/07/03 14:10:21	4.46523
2024/07/03 14:10:22	4.19472
2024/07/03 14:10:23	4.83443
2024/07/03 14:10:24	4.24389
2024/07/03 14:10:25	4.07378
2024/07/03 14:10:26	4.47244
2024/07/03 14:10:27	4.25582
2024/07/03 14:10:28	4.98781
2024/07/03 14:10:29	4.21031
2024/07/03 14:10:30	4.74994
2024/07/03 14:10:31	4.35408
2024/07/03 14:10:32	4.2194
2024/07/03 14:10:33	4.66357
2024/07/03 14:10:34	4.32771
2024/07/03 14:10:35	4.2026
2024/07/03 14:10:36	4.2723
2024/07/03 14:10:37	4.18715
2024/07/03 14:10:38	4.48104
2024/07/03 14:10:39	4.06746
2024/07/03 14:10:40	4.04991
2024/07/03 14:10:41	4.84153
2024/07/03 14:10:42	4.95462
2024/07/03 14:10:43	4.47776
2024/07/03 14:10:44	4.23343
2024/07/03 14:10:45	4.33491
2024/07/03 14:10:46	3.68193
2024/07/03 14:10:47	3.70204
2024/07/03 14:10:48	4.79662
2024/07/03 14:10:49	5.02553
2024/07/03 14:10:50	3.88048
2024/07/03 14:10:51	3.77663
2024/07/03 14:10:52	3.62242
2024/07/03 14:10:53	4.32683
2024/07/03 14:10:54	4.60874
2024/07/03 14:10:55	4.6063
2024/07/03 14:10:56	3.79537
2024/07/03 14:10:57	4.03402
2024/07/03 14:10:58	3.89854
2024/07/03 14:10:59	4.38668
2024/07/03 14:11:00	3.57779
2024/07/03 14:11:01	4.31019
2024/07/03 14:11:02	4.30274
2024/07/03 14:11:03	4.36215
2024/07/03 14:11:04	4.25075
2024/07/03 14:11:05	4.68588
2024/07/03 14:11:06	4.64858
2024/07/03 14:11:07	4.56773
2024/07/03 14:11:08	4.1284
2024/07/03 14:11:09	4.86861
2024/07/03 14:11:10	4.47288
2024/07/03 14:11:11	3.7779
2024/07/03 14:11:12	4.89219
2024/07/03 14:11:13	3.98821
2024/07/03 14:11:14	4.42716
2024/07/03 14:11:15	5.04541
2024/07/03 14:11:16	4.21301
2024/07/03 14:11:17	4.98653
2024/07/03 14:11:18	4.83362
2024/07/03 14:11:19	4.27815
2024/07/03 14:11:20	3.98074
2024/07/03 14:11:21	4.61874
2024/07/03 14:11:22	4.326
2024/07/03 14:11:23	4.87055
2024/07/03 14:11:24	4.09283
2024/07/03 14:11:25	4.89502
2024/07/03 14:11:26	4.90421
2024/07/03 14:11:27	4.0643
2024/07/03 14:11:28	4.48404
2024/07/03 14:11:29	3.99638
2024/07/03 14:11:30	4.98073
2024/07/03 14:11:31	4.18143
2024/07/03 14:11:32	3.93942
2024/07/03 14:11:33	4.27336
2024/07/03 14:11:34	5.0096
2024/07/03 14:11:35	5.16426
2024/07/03 14:11:36	3.81806
2024/07/03 14:11:37	4.17761
2024/07/03 14:11:38	4.65437
2024/07/03 14:11:39	4.8648
2024/07/03 14:11:40	4.80519
2024/07/03 14:11:41	4.43341
2024/07/03 14:11:42	4.44268
2024/07/03 14:11:43	3.5045
2024/07/03 14:11:44	4.75433
2024/07/03 14:11:45	3.93429
2024/07/03 14:11:46	4.93309
2024/07/03 14:11:47	4.64831
2024/07/03 14:11:48	4.49145
2024/07/03 14:11:49	3.25756
2024/07/03 14:11:50	4.57295
2024/07/03 14:11:51	4.74237
2024/07/03 14:11:52	4.29385
2024/07/03 14:11:53	4.30544
2024/07/03 14:11:54	4.37566
2024/07/03 14:11:55	5.55616
2024/07/03 14:11:56	4.47536
2024/07/03 14:11:57	4.95813
2024/07/03 14:11:58	4.94216
2024/07/03 14:11:59	3.88804
2024/07/03 14:12:00	5.25783
2024/07/03 14:12:01	5.03365
2024/07/03 14:12:02	4.10815
2024/07/03 14:12:03	4.39765
2024/07/03 14:12:04	4.24233
2024/07/03 14:12:05	4.189
2024/07/03 14:12:06	4.27422
2024/07/03 14:12:07	3.4173
2024/07/03 14:12:08	4.53698
2024/07/03 14:12:09	4.0403
2024/07/03 14:12:10	3.32428
2024/07/03 14:12:11	4.70032
2024/07/03 14:12:12	4.18467
2024/07/03 14:12:13	4.48205
2024/07/03 14:12:14	4.44532
2024/07/03 14:12:15	4.73105
2024/07/03 14:12:16	3.85951
2024/07/03 14:12:17	3.78134
2024/07/03 14:12:18	3.90929
2024/07/03 14:12:19	4.74286
2024/07/03 14:12:20	4.08405
2024/07/03 14:12:21	4.53278
2024/07/03 14:12:22	4.27911
2024/07/03 14:12:23	3.90601
2024/07/03 14:12:24	4.04863
2024/07/03 14:12:25	3.87317
2024/07/03 14:12:26	3.81234
2024/07/03 14:12:27	4.17155
2024/07/03 14:12:28	3.95229
2024/07/03 14:12:29	3.95017
2024/07/03 14:12:30	4.06829
2024/07/03 14:12:31	4.47876
2024/07/03 14:12:32	3.84805
2024/07/03 14:12:33	4.67655
2024/07/03 14:12:34	4.75803
2024/07/03 14:12:35	4.30845
2024/07/03 14:12:36	3.9697
2024/07/03 14:12:37	5.10297
2024/07/03 14:12:38	4.35684
2024/07/03 14:12:39	4.53614
2024/07/03 14:12:40	4.15204
2024/07/03 14:12:41	4.45824
2024/07/03 14:12:42	3.99821
2024/07/03 14:12:43	4.11921
2024/07/03 14:12:44	4.48496
2024/07/03 14:12:45	3.83697
2024/07/03 14:12:46	4.52939
2024/07/03 14:12:47	4.50377
2024/07/03 14:12:48	3.7449
2024/07/03 14:12:49	4.51001
2024/07/03 14:12:50	5.57878
2024/07/03 14:12:51	3.91852
2024/07/03 14:12:52	3.66582
2024/07/03 14:12:53	4.3241
2024/07/03 14:12:54	5.04361
2024/07/03 14:12:55	3.7408
2024/07/03 14:12:56	4.21521
2024/07/03 14:12:57	4.09602
2024/07/03 14:12:58	4.57554
2024/07/03 14:12:59	4.12707
2024/07/03 14:13:00	4.67782
2024/07/03 14:13:01	4.85837
2024/07/03 14:13:02	5.12527
2024/07/03 14:13:03	4.28664
2024/07/03 14:13:04	4.04562
2024/07/03 14:13:05	3.701
2024/07/03 14:13:06	3.96063
2024/07/03 14:13:07	4.60859
2024/07/03 14:13:08	5.34209
2024/07/03 14:13:09	4.36717
2024/07/03 14:13:10	4.28772
2024/07/03 14:13:11	4.11352
2024/07/03 14:13:12	4.45912
2024/07/03 14:13:13	4.91294
2024/07/03 14:13:14	4.22332
2024/07/03 14:13:15	3.71472
2024/07/03 14:13:16	4.41958
2024/07/03 14:13:17	2.77364
2024/07/03 14:13:18	4.99067
2024/07/03 14:13:19	4.04042
2024/07/03 14:13:20	4.75426
2024/07/03 14:13:21	4.51255
2024/07/03 14:13:22	4.22019
2024/07/03 14:13:23	3.74388
2024/07/03 14:13:24	5.06673
2024/07/03 14:13:25	2.46662
2024/07/03 14:13:26	2.04075
2024/07/03 14:13:27	3.5044
2024/07/03 14:13:28	4.84282
2024/07/03 14:13:29	3.94576
2024/07/03 14:13:30	4.55324
2024/07/03 14:13:31	3.84847
2024/07/03 14:13:32	3.90066
2024/07/03 14:13:33	5.01828
2024/07/03 14:13:34	7.02736
2024/07/03 14:13:35	2.77108
2024/07/03 14:13:36	5.01709
2024/07/03 14:13:37	3.99738
2024/07/03 14:13:38	3.68296
2024/07/03 14:13:39	3.52324
2024/07/03 14:13:40	3.5297
2024/07/03 14:13:41	4.23864
2024/07/03 14:13:42	4.95316
2024/07/03 14:13:43	3.89772
2024/07/03 14:13:44	4.0483
2024/07/03 14:13:45	4.49696
2024/07/03 14:13:46	3.97097
2024/07/03 14:13:47	3.18195
2024/07/03 14:13:48	3.84405
2024/07/03 14:13:49	4.38093
2024/07/03 14:13:50	4.01904
2024/07/03 14:13:51	4.7579
2024/07/03 14:13:52	4.2688
2024/07/03 14:13:53	4.04436
2024/07/03 14:13:54	4.08597
2024/07/03 14:13:55	3.52891
2024/07/03 14:13:56	4.28551
2024/07/03 14:13:57	4.34124
2024/07/03 14:13:58	4.19884
2024/07/03 14:13:59	3.53245
2024/07/03 14:14:00	4.104
2024/07/03 14:14:01	4.51935
2024/07/03 14:14:02	4.43623
2024/07/03 14:14:03	4.77747
2024/07/03 14:14:04	3.9095
2024/07/03 14:14:05	4.12733
2024/07/03 14:14:06	4.34139
2024/07/03 14:14:07	4.24551
2024/07/03 14:14:08	4.37357
2024/07/03 14:14:09	4.38047
2024/07/03 14:14:10	4.99035
2024/07/03 14:14:11	4.22666
2024/07/03 14:14:12	4.27371
2024/07/03 14:14:13	4.05529
2024/07/03 14:14:14	3.87441
2024/07/03 14:14:15	4.58652
2024/07/03 14:14:16	4.21536
2024/07/03 14:14:17	4.50949
2024/07/03 14:14:18	4.07357
2024/07/03 14:14:19	3.8227
2024/07/03 14:14:20	3.85069
2024/07/03 14:14:21	4.05222
2024/07/03 14:14:22	4.50907
2024/07/03 14:14:23	3.9215
2024/07/03 14:14:24	3.63479
2024/07/03 14:14:25	3.92997
2024/07/03 14:14:26	3.79596
2024/07/03 14:14:27	4.11399
2024/07/03 14:14:28	4.2134
2024/07/03 14:14:29	3.92526
2024/07/03 14:14:30	3.80001
2024/07/03 14:14:31	4.13345
2024/07/03 14:14:32	3.96401
2024/07/03 14:14:33	3.31139
2024/07/03 14:14:34	3.39543
2024/07/03 14:14:35	3.38151
2024/07/03 14:14:36	3.86857
2024/07/03 14:14:37	4.9708
2024/07/03 14:14:38	4.26671
2024/07/03 14:14:39	3.18643
2024/07/03 14:14:40	3.77755
2024/07/03 14:14:41	3.61472
2024/07/03 14:14:42	4.0443
2024/07/03 14:14:43	3.91305
2024/07/03 14:14:44	3.80991
2024/07/03 14:14:45	3.73206
2024/07/03 14:14:46	3.9676
2024/07/03 14:14:47	3.43017
2024/07/03 14:14:48	4.27536
2024/07/03 14:14:49	3.8733
2024/07/03 14:14:50	3.65663
2024/07/03 14:14:51	4.0274
2024/07/03 14:14:52	3.87344
2024/07/03 14:14:53	3.44503
2024/07/03 14:14:54	3.75351
2024/07/03 14:14:55	3.66492
2024/07/03 14:14:56	3.54336
2024/07/03 14:14:57	4.74103
2024/07/03 14:14:58	5.7703
2024/07/03 14:14:59	4.30596
2024/07/03 14:15:00	3.1498
2024/07/03 14:15:01	4.43305
2024/07/03 14:15:02	4.21306
2024/07/03 14:15:03	3.74602
2024/07/03 14:15:04	3.90707
2024/07/03 14:15:05	4.14834
2024/07/03 14:15:06	3.7064
2024/07/03 14:15:07	3.83176
2024/07/03 14:15:08	4.5278
2024/07/03 14:15:09	3.85483
2024/07/03 14:15:10	3.51117
2024/07/03 14:15:11	3.90652
2024/07/03 14:15:12	4.51681
2024/07/03 14:15:13	3.89397
2024/07/03 14:15:14	3.71311
2024/07/03 14:15:15	4.28465
2024/07/03 14:15:16	4.25065
2024/07/03 14:15:17	4.24329
2024/07/03 14:15:18	3.73695
2024/07/03 14:15:19	4.51746
2024/07/03 14:15:20	4.04728
2024/07/03 14:15:21	3.66228
2024/07/03 14:15:22	3.90504
2024/07/03 14:15:23	4.28771
2024/07/03 14:15:24	3.95743
2024/07/03 14:15:25	3.93075
2024/07/03 14:15:26	4.16877
2024/07/03 14:15:27	4.40164
2024/07/03 14:15:28	4.48429
2024/07/03 14:15:29	4.37018
2024/07/03 14:15:30	4.32455
2024/07/03 14:15:31	3.47443
2024/07/03 14:15:32	4.09561
2024/07/03 14:15:33	3.42114
2024/07/03 14:15:34	3.37862
2024/07/03 14:15:35	3.4426
2024/07/03 14:15:36	3.99602
2024/07/03 14:15:37	4.6278
2024/07/03 14:15:38	3.6776
2024/07/03 14:15:39	3.55546
2024/07/03 14:15:40	4.18344
2024/07/03 14:15:41	4.51764
2024/07/03 14:15:42	4.03197
2024/07/03 14:15:43	3.77137
2024/07/03 14:15:44	4.35832
2024/07/03 14:15:45	4.36549
2024/07/03 14:15:46	4.03816
2024/07/03 14:15:47	3.85634
2024/07/03 14:15:48	4.66906
2024/07/03 14:15:49	4.54986
2024/07/03 14:15:50	4.47822
2024/07/03 14:15:51	3.88682
2024/07/03 14:15:52	3.43342
2024/07/03 14:15:53	4.45123
2024/07/03 14:15:54	4.17164
2024/07/03 14:15:55	4.49476
2024/07/03 14:15:56	4.63582
2024/07/03 14:15:57	3.6916
2024/07/03 14:15:58	3.32912
2024/07/03 14:15:59	3.39484
2024/07/03 14:16:00	4.4734
2024/07/03 14:16:01	3.75923
2024/07/03 14:16:02	4.03111
2024/07/03 14:16:03	4.05337
2024/07/03 14:16:04	4.68624
2024/07/03 14:16:05	4.29019
2024/07/03 14:16:06	4.40129
2024/07/03 14:16:07	4.54129
2024/07/03 14:16:08	3.88091
2024/07/03 14:16:09	4.1755
2024/07/03 14:16:10	4.03823
2024/07/03 14:16:11	2.31086
2024/07/03 14:16:12	4.6853
2024/07/03 14:16:13	4.12435
2024/07/03 14:16:14	4.61287
2024/07/03 14:16:15	3.97745
2024/07/03 14:16:16	3.36919
2024/07/03 14:16:17	3.19602
2024/07/03 14:16:18	3.69244
2024/07/03 14:16:19	4.34317
2024/07/03 14:16:20	3.6817
2024/07/03 14:16:21	3.35542
2024/07/03 14:16:22	4.06866
2024/07/03 14:16:23	3.24188
2024/07/03 14:16:24	4.07808
2024/07/03 14:16:25	4.1638
2024/07/03 14:16:26	3.46291
2024/07/03 14:16:27	4.70058
2024/07/03 14:16:28	3.9259
2024/07/03 14:16:29	40.4457
2024/07/03 14:16:30	3.93823
2024/07/03 14:16:31	4.1377
2024/07/03 14:16:32	4.36546
2024/07/03 14:16:33	4.59306
2024/07/03 14:16:34	5.60335
2024/07/03 14:16:35	4.25318
2024/07/03 14:16:36	4.51494
2024/07/03 14:16:37	3.9844
2024/07/03 14:16:38	4.08697
2024/07/03 14:16:39	4.33812
2024/07/03 14:16:40	3.93598
2024/07/03 14:16:41	4.59132
2024/07/03 14:16:42	4.03105
2024/07/03 14:16:43	4.99377
2024/07/03 14:16:44	3.9202
2024/07/03 14:16:45	3.81403
2024/07/03 14:16:46	4.52512
2024/07/03 14:16:47	4.16446
2024/07/03 14:16:48	3.6786
2024/07/03 14:16:49	3.89107
2024/07/03 14:16:50	4.29981
2024/07/03 14:16:51	4.81286
2024/07/03 14:16:52	3.69258
2024/07/03 14:16:53	3.92217
2024/07/03 14:16:54	4.15586
2024/07/03 14:16:55	4.33521
2024/07/03 14:16:56	3.953
2024/07/03 14:16:57	3.34713
2024/07/03 14:16:58	3.85918
2024/07/03 14:16:59	3.42357
2024/07/03 14:17:00	4.04878
2024/07/03 14:17:01	4.09419
2024/07/03 14:17:02	3.81621
2024/07/03 14:17:03	3.47664
2024/07/03 14:17:04	3.24978
2024/07/03 14:17:05	4.22946
2024/07/03 14:17:06	4.33729
2024/07/03 14:17:07	3.88618
2024/07/03 14:17:08	4.22767
2024/07/03 14:17:09	4.44043
2024/07/03 14:17:10	4.04806
2024/07/03 14:17:11	3.64797
2024/07/03 14:17:12	4.43978
2024/07/03 14:17:13	3.68984
2024/07/03 14:17:14	3.84244
2024/07/03 14:17:15	3.87662
2024/07/03 14:17:16	4.33588
2024/07/03 14:17:17	4.12878
2024/07/03 14:17:18	4.22719
2024/07/03 14:17:19	3.71471
2024/07/03 14:17:20	3.67229
2024/07/03 14:17:21	4.4663
2024/07/03 14:17:22	3.93589
2024/07/03 14:17:23	2.35614
2024/07/03 14:17:24	3.79071
2024/07/03 14:17:25	3.17296
2024/07/03 14:17:26	4.05158
2024/07/03 14:17:27	3.7233
2024/07/03 14:17:28	3.52384
2024/07/03 14:17:29	4.74365
2024/07/03 14:17:30	3.67324
2024/07/03 14:17:31	3.08092
2024/07/03 14:17:32	3.87202
2024/07/03 14:17:33	3.08093
2024/07/03 14:17:34	4.20588
2024/07/03 14:17:35	2.99286
2024/07/03 14:17:36	4.2892
2024/07/03 14:17:37	1.71887
2024/07/03 14:17:38	3.8407
2024/07/03 14:17:39	3.25221
2024/07/03 14:17:40	3.29943
2024/07/03 14:17:41	3.95257
2024/07/03 14:17:42	3.45185
2024/07/03 14:17:43	3.91237
2024/07/03 14:17:44	3.90521
2024/07/03 14:17:45	3.82904
2024/07/03 14:17:46	3.97447
2024/07/03 14:17:47	4.47286
2024/07/03 14:17:48	4.28865
2024/07/03 14:17:49	3.71301
2024/07/03 14:17:50	3.26137
2024/07/03 14:17:51	3.85222
2024/07/03 14:17:52	4.09132
2024/07/03 14:17:53	4.3452
2024/07/03 14:17:54	3.41403
2024/07/03 14:17:55	4.24958
2024/07/03 14:17:56	4.17027
2024/07/03 14:17:57	4.03132
2024/07/03 14:17:58	3.75855
2024/07/03 14:17:59	3.15406
2024/07/03 14:18:00	3.23636
2024/07/03 14:18:01	2.83035
2024/07/03 14:18:02	3.79399
2024/07/03 14:18:03	3.2692
2024/07/03 14:18:04	3.67282
2024/07/03 14:18:05	3.23615
2024/07/03 14:18:06	3.51301
2024/07/03 14:18:07	4.19659
2024/07/03 14:18:08	3.50137
2024/07/03 14:18:09	4.182
2024/07/03 14:18:10	3.78941
2024/07/03 14:18:11	3.12493
2024/07/03 14:18:12	3.83305
2024/07/03 14:18:13	4.93311
2024/07/03 14:18:14	3.89738
2024/07/03 14:18:15	3.56152
2024/07/03 14:18:16	3.78804
2024/07/03 14:18:17	4.42099
2024/07/03 14:18:18	4.18317
2024/07/03 14:18:19	4.32191
2024/07/03 14:18:20	3.45708
2024/07/03 14:18:21	3.98151
2024/07/03 14:18:22	3.38258
2024/07/03 14:18:23	3.93021
2024/07/03 14:18:24	3.79912
2024/07/03 14:18:25	3.6941
2024/07/03 14:18:26	3.26364
2024/07/03 14:18:27	3.08038
2024/07/03 14:18:28	3.55415
2024/07/03 14:18:29	3.87091
2024/07/03 14:18:30	4.25274
2024/07/03 14:18:31	3.73138
2024/07/03 14:18:32	2.99131
2024/07/03 14:18:33	2.9047
2024/07/03 14:18:34	3.77868
2024/07/03 14:18:35	4.13952
2024/07/03 14:18:36	3.46539
2024/07/03 14:18:37	3.88823
2024/07/03 14:18:38	4.17648
2024/07/03 14:18:39	3.18592
2024/07/03 14:18:40	4.33251
2024/07/03 14:18:41	5.35089
2024/07/03 14:18:42	4.04859
2024/07/03 14:18:43	3.94652
2024/07/03 14:18:44	3.71488
2024/07/03 14:18:45	3.99272
2024/07/03 14:18:46	3.55114
2024/07/03 14:18:47	2.95678
2024/07/03 14:18:48	4.16528
2024/07/03 14:18:49	3.36102
2024/07/03 14:18:50	3.63825
2024/07/03 14:18:51	3.1788
2024/07/03 14:18:52	3.65368
2024/07/03 14:18:53	3.63657
2024/07/03 14:18:54	4.05041
2024/07/03 14:18:55	2.86043
2024/07/03 14:18:56	6.0587
2024/07/03 14:18:57	3.47546
2024/07/03 14:18:58	4.22791
2024/07/03 14:18:59	4.60882
2024/07/03 14:19:00	4.45914
2024/07/03 14:19:01	3.70445
2024/07/03 14:19:02	3.51387
2024/07/03 14:19:03	3.0628
2024/07/03 14:19:04	3.43949
2024/07/03 14:19:05	3.62402
2024/07/03 14:19:06	3.07396
2024/07/03 14:19:07	4.21802
2024/07/03 14:19:08	4.50133
2024/07/03 14:19:09	4.19339
2024/07/03 14:19:10	3.96121
2024/07/03 14:19:11	3.56742
2024/07/03 14:19:12	3.56554
2024/07/03 14:19:13	3.39086
2024/07/03 14:19:14	3.23701
2024/07/03 14:19:15	3.82939
2024/07/03 14:19:16	3.62503
2024/07/03 14:19:17	2.98072
2024/07/03 14:19:18	4.22902
2024/07/03 14:19:19	5.09271
2024/07/03 14:19:20	3.82192
2024/07/03 14:19:21	3.62668
2024/07/03 14:19:22	3.62523
2024/07/03 14:19:23	3.80417
2024/07/03 14:19:24	3.39713
2024/07/03 14:19:25	3.33644
2024/07/03 14:19:26	3.51495
